lakeName,latARU,latBsM,longARU,longBsM,latD_aru,latM1_aru,latM2_aru,latD_BsM,latM1_BsM,latM2_BsM,longD_aru,longM1_aru,longM2_aru,longD_BsM,longM1_BsM,longM2_BsM,ARU_LID,bsmWaterbodyID
NA,444858,51.07751,773541,-92.21266,44,4,8,51,0,7,77,3,5,92,2,1,18-2948-49656,15-5552-56587
NA,444858,50.77244,773541,-93.35925,44,4,8,50,7,7,77,3,5,93,3,5,18-2948-49656,15-4747-56248
NA,444858,51.01365,773541,-91.87832,44,4,8,51,0,1,77,3,5,91,8,7,18-2948-49656,15-5787-56519
NA,444858,51.43954,773541,-91.98849,44,4,8,51,4,3,77,3,5,91,9,8,18-2948-49656,15-5703-56992
NA,444858,50.23158,773541,-92.91464,44,4,8,50,2,3,77,3,5,92,9,1,18-2948-49656,15-5060-55643
NA,444858,51.39459,773541,-92.99692,44,4,8,51,3,9,77,3,5,92,9,9,18-2948-49656,15-5001-56935
NA,444858,49.66803,773541,-91.95766,44,4,8,49,6,6,77,3,5,91,9,5,18-2948-49656,15-5752-55022
NA,444858,50.04994,773541,-94.11017,44,4,8,50,0,4,77,3,5,94,1,1,18-2948-49656,15-4205-55446
NA,444858,50.42502,773541,-94.68222,44,4,8,50,4,2,77,3,5,94,6,8,18-2948-49656,15-3805-55872
NA,444858,49.04998,773541,-92.1326,44,4,8,49,0,4,77,3,5,92,1,3,18-2948-49656,15-5634-54332
NA,444858,49.47489,773541,-93.8864,44,4,8,49,4,7,77,3,5,93,8,8,18-2948-49656,15-4356-54806
NA,444858,49.31937,773541,-92.05985,44,4,8,49,3,1,77,3,5,92,0,5,18-2948-49656,15-5684-54631
NA,444858,49.0399,773541,-92.30277,44,4,8,49,0,3,77,3,5,92,3,0,18-2948-49656,15-5510-54322
NA,444858,50.02724,773541,-89.98958,44,4,8,50,0,2,77,3,5,89,9,8,18-2948-49656,16-2858-55459
NA,444858,48.68681,773541,-88.92751,44,4,8,48,6,8,77,3,5,88,9,2,18-2948-49656,16-3582-53944
NA,444858,49.84691,773541,-90.27474,44,4,8,49,8,4,77,3,5,90,2,7,18-2948-49656,15-6959-55251
NA,444858,48.7435,773541,-90.60175,44,4,8,48,7,4,77,3,5,90,6,0,18-2948-49656,15-6763-54017
NA,444858,48.72577,773541,-88.25103,44,4,8,48,7,2,77,3,5,88,2,5,18-2948-49656,16-4080-53975
NA,444858,48.66914,773541,-88.99708,44,4,8,48,6,6,77,3,5,88,9,9,18-2948-49656,16-3530-53926
NA,444858,49.33108,773541,-89.98319,44,4,8,49,3,3,77,3,5,89,9,8,18-2948-49656,16-2832-54685
NA,444858,45.51274,773541,-80.08817,44,4,8,45,5,1,77,3,5,80,0,8,18-2948-49656,17-5717-50405
NA,444858,44.47321,773541,-78.41617,44,4,8,44,4,7,77,3,5,78,4,1,18-2948-49656,17-7055-49277
NA,444858,44.91805,773541,-77.19745,44,4,8,44,9,1,77,3,5,77,1,9,18-2948-49656,18-3267-49749
NA,444858,53.9739,773541,-86.25172,44,4,8,53,9,7,77,3,5,86,2,5,18-2944-49656,16-5494-59810
NA,444858,49.90421,773541,-80.03334,44,4,8,49,9,0,77,3,5,80,0,3,18-2944-49656,17-5694-55282
NA,444858,49.77105,773541,-81.03836,44,4,8,49,7,7,77,3,5,81,0,3,18-2944-49656,17-4972-55128
NA,444858,49.33749,773541,-81.58852,44,4,8,49,3,3,77,3,5,81,5,8,18-2944-49656,17-4572-54649
NA,444858,49.74688,773541,-80.71109,44,4,8,49,7,4,77,3,5,80,7,1,18-2944-49656,17-5208-55103
NA,444858,48.46914,773541,-82.56376,44,4,8,48,4,6,77,3,5,82,5,6,18-2944-49656,17-3844-53694
NA,444858,47.73454,773541,-82.85545,44,4,8,47,7,3,77,3,5,82,8,5,18-2944-49656,17-3609-52882
NA,444858,47.33267,773541,-84.38602,44,4,8,47,3,3,77,3,5,84,3,8,18-2944-49656,16-6975-52452
NA,444858,46.85428,773541,-83.03,44,4,8,46,8,5,77,3,5,83,0,3,18-2944-49656,17-3453-51907
NA,444858,46.94007,773541,-81.21003,44,4,8,46,9,4,77,3,5,81,2,1,18-2944-49656,17-4840-51983
NA,444858,51.14351,773541,-87.96643,44,4,8,51,1,4,77,3,5,87,9,6,18-2944-49656,16-4324-56660
NA,444858,53.13145,773541,-88.30604,44,4,8,53,1,3,77,3,5,88,3,0,18-2944-49656,16-4137-58866
NA,444858,51.07751,773541,-92.21266,44,4,8,51,0,7,77,3,5,92,2,1,18-2944-49656,15-5552-56587
NA,444858,50.77244,773541,-93.35925,44,4,8,50,7,7,77,3,5,93,3,5,18-2944-49656,15-4747-56248
NA,444858,51.01365,773541,-91.87832,44,4,8,51,0,1,77,3,5,91,8,7,18-2944-49656,15-5787-56519
NA,444858,51.43954,773541,-91.98849,44,4,8,51,4,3,77,3,5,91,9,8,18-2944-49656,15-5703-56992
NA,444858,50.23158,773541,-92.91464,44,4,8,50,2,3,77,3,5,92,9,1,18-2944-49656,15-5060-55643
NA,444858,51.39459,773541,-92.99692,44,4,8,51,3,9,77,3,5,92,9,9,18-2944-49656,15-5001-56935
NA,444858,49.66803,773541,-91.95766,44,4,8,49,6,6,77,3,5,91,9,5,18-2944-49656,15-5752-55022
NA,444858,50.04994,773541,-94.11017,44,4,8,50,0,4,77,3,5,94,1,1,18-2944-49656,15-4205-55446
NA,444858,50.42502,773541,-94.68222,44,4,8,50,4,2,77,3,5,94,6,8,18-2944-49656,15-3805-55872
NA,444858,49.04998,773541,-92.1326,44,4,8,49,0,4,77,3,5,92,1,3,18-2944-49656,15-5634-54332
NA,444858,49.47489,773541,-93.8864,44,4,8,49,4,7,77,3,5,93,8,8,18-2944-49656,15-4356-54806
NA,444858,49.31937,773541,-92.05985,44,4,8,49,3,1,77,3,5,92,0,5,18-2944-49656,15-5684-54631
NA,444858,49.0399,773541,-92.30277,44,4,8,49,0,3,77,3,5,92,3,0,18-2944-49656,15-5510-54322
NA,444858,50.02724,773541,-89.98958,44,4,8,50,0,2,77,3,5,89,9,8,18-2944-49656,16-2858-55459
NA,444858,48.68681,773541,-88.92751,44,4,8,48,6,8,77,3,5,88,9,2,18-2944-49656,16-3582-53944
NA,444858,49.84691,773541,-90.27474,44,4,8,49,8,4,77,3,5,90,2,7,18-2944-49656,15-6959-55251
NA,444858,48.7435,773541,-90.60175,44,4,8,48,7,4,77,3,5,90,6,0,18-2944-49656,15-6763-54017
NA,444858,48.72577,773541,-88.25103,44,4,8,48,7,2,77,3,5,88,2,5,18-2944-49656,16-4080-53975
NA,444858,48.66914,773541,-88.99708,44,4,8,48,6,6,77,3,5,88,9,9,18-2944-49656,16-3530-53926
NA,444858,49.33108,773541,-89.98319,44,4,8,49,3,3,77,3,5,89,9,8,18-2944-49656,16-2832-54685
NA,444858,45.51274,773541,-80.08817,44,4,8,45,5,1,77,3,5,80,0,8,18-2944-49656,17-5717-50405
NA,444858,44.47321,773541,-78.41617,44,4,8,44,4,7,77,3,5,78,4,1,18-2944-49656,17-7055-49277
NA,444858,44.91805,773541,-77.19745,44,4,8,44,9,1,77,3,5,77,1,9,18-2944-49656,18-3267-49749
NA,443830,53.9739,795424,-86.25172,44,3,8,53,9,7,79,5,4,86,2,5,17-5867-49435,16-5494-59810
NA,443830,49.90421,795424,-80.03334,44,3,8,49,9,0,79,5,4,80,0,3,17-5867-49435,17-5694-55282
NA,443830,49.77105,795424,-81.03836,44,3,8,49,7,7,79,5,4,81,0,3,17-5867-49435,17-4972-55128
NA,443830,49.33749,795424,-81.58852,44,3,8,49,3,3,79,5,4,81,5,8,17-5867-49435,17-4572-54649
NA,443830,49.74688,795424,-80.71109,44,3,8,49,7,4,79,5,4,80,7,1,17-5867-49435,17-5208-55103
NA,443830,48.46914,795424,-82.56376,44,3,8,48,4,6,79,5,4,82,5,6,17-5867-49435,17-3844-53694
NA,443830,47.73454,795424,-82.85545,44,3,8,47,7,3,79,5,4,82,8,5,17-5867-49435,17-3609-52882
NA,443830,47.33267,795424,-84.38602,44,3,8,47,3,3,79,5,4,84,3,8,17-5867-49435,16-6975-52452
NA,443830,46.85428,795424,-83.03,44,3,8,46,8,5,79,5,4,83,0,3,17-5867-49435,17-3453-51907
NA,443830,46.94007,795424,-81.21003,44,3,8,46,9,4,79,5,4,81,2,1,17-5867-49435,17-4840-51983
NA,443830,51.14351,795424,-87.96643,44,3,8,51,1,4,79,5,4,87,9,6,17-5867-49435,16-4324-56660
NA,443830,53.13145,795424,-88.30604,44,3,8,53,1,3,79,5,4,88,3,0,17-5867-49435,16-4137-58866
NA,443830,51.07751,795424,-92.21266,44,3,8,51,0,7,79,5,4,92,2,1,17-5867-49435,15-5552-56587
NA,443830,50.77244,795424,-93.35925,44,3,8,50,7,7,79,5,4,93,3,5,17-5867-49435,15-4747-56248
NA,443830,51.01365,795424,-91.87832,44,3,8,51,0,1,79,5,4,91,8,7,17-5867-49435,15-5787-56519
NA,443830,51.43954,795424,-91.98849,44,3,8,51,4,3,79,5,4,91,9,8,17-5867-49435,15-5703-56992
NA,443830,50.23158,795424,-92.91464,44,3,8,50,2,3,79,5,4,92,9,1,17-5867-49435,15-5060-55643
NA,443830,51.39459,795424,-92.99692,44,3,8,51,3,9,79,5,4,92,9,9,17-5867-49435,15-5001-56935
NA,443830,49.66803,795424,-91.95766,44,3,8,49,6,6,79,5,4,91,9,5,17-5867-49435,15-5752-55022
NA,443830,50.04994,795424,-94.11017,44,3,8,50,0,4,79,5,4,94,1,1,17-5867-49435,15-4205-55446
NA,443830,50.42502,795424,-94.68222,44,3,8,50,4,2,79,5,4,94,6,8,17-5867-49435,15-3805-55872
NA,443830,49.04998,795424,-92.1326,44,3,8,49,0,4,79,5,4,92,1,3,17-5867-49435,15-5634-54332
NA,443830,49.47489,795424,-93.8864,44,3,8,49,4,7,79,5,4,93,8,8,17-5867-49435,15-4356-54806
NA,443830,49.31937,795424,-92.05985,44,3,8,49,3,1,79,5,4,92,0,5,17-5867-49435,15-5684-54631
NA,443830,49.0399,795424,-92.30277,44,3,8,49,0,3,79,5,4,92,3,0,17-5867-49435,15-5510-54322
NA,443830,50.02724,795424,-89.98958,44,3,8,50,0,2,79,5,4,89,9,8,17-5867-49435,16-2858-55459
NA,443830,48.68681,795424,-88.92751,44,3,8,48,6,8,79,5,4,88,9,2,17-5867-49435,16-3582-53944
NA,443830,49.84691,795424,-90.27474,44,3,8,49,8,4,79,5,4,90,2,7,17-5867-49435,15-6959-55251
NA,443830,48.7435,795424,-90.60175,44,3,8,48,7,4,79,5,4,90,6,0,17-5867-49435,15-6763-54017
NA,443830,48.72577,795424,-88.25103,44,3,8,48,7,2,79,5,4,88,2,5,17-5867-49435,16-4080-53975
NA,443830,48.66914,795424,-88.99708,44,3,8,48,6,6,79,5,4,88,9,9,17-5867-49435,16-3530-53926
NA,443830,49.33108,795424,-89.98319,44,3,8,49,3,3,79,5,4,89,9,8,17-5867-49435,16-2832-54685
NA,443830,45.51274,795424,-80.08817,44,3,8,45,5,1,79,5,4,80,0,8,17-5867-49435,17-5717-50405
NA,443830,44.47321,795424,-78.41617,44,3,8,44,4,7,79,5,4,78,4,1,17-5867-49435,17-7055-49277
NA,443830,44.91805,795424,-77.19745,44,3,8,44,9,1,79,5,4,77,1,9,17-5867-49435,18-3267-49749
NA,440747,53.9739,793011,-86.25172,44,0,7,53,9,7,79,3,0,86,2,5,17-6198-48871,16-5494-59810
NA,440747,49.90421,793011,-80.03334,44,0,7,49,9,0,79,3,0,80,0,3,17-6198-48871,17-5694-55282
NA,440747,49.77105,793011,-81.03836,44,0,7,49,7,7,79,3,0,81,0,3,17-6198-48871,17-4972-55128
NA,440747,49.33749,793011,-81.58852,44,0,7,49,3,3,79,3,0,81,5,8,17-6198-48871,17-4572-54649
NA,440747,49.74688,793011,-80.71109,44,0,7,49,7,4,79,3,0,80,7,1,17-6198-48871,17-5208-55103
NA,440747,48.46914,793011,-82.56376,44,0,7,48,4,6,79,3,0,82,5,6,17-6198-48871,17-3844-53694
NA,440747,47.73454,793011,-82.85545,44,0,7,47,7,3,79,3,0,82,8,5,17-6198-48871,17-3609-52882
NA,440747,47.33267,793011,-84.38602,44,0,7,47,3,3,79,3,0,84,3,8,17-6198-48871,16-6975-52452
NA,440747,46.85428,793011,-83.03,44,0,7,46,8,5,79,3,0,83,0,3,17-6198-48871,17-3453-51907
NA,440747,46.94007,793011,-81.21003,44,0,7,46,9,4,79,3,0,81,2,1,17-6198-48871,17-4840-51983
NA,440747,51.14351,793011,-87.96643,44,0,7,51,1,4,79,3,0,87,9,6,17-6198-48871,16-4324-56660
NA,440747,53.13145,793011,-88.30604,44,0,7,53,1,3,79,3,0,88,3,0,17-6198-48871,16-4137-58866
NA,440747,51.07751,793011,-92.21266,44,0,7,51,0,7,79,3,0,92,2,1,17-6198-48871,15-5552-56587
NA,440747,50.77244,793011,-93.35925,44,0,7,50,7,7,79,3,0,93,3,5,17-6198-48871,15-4747-56248
NA,440747,51.01365,793011,-91.87832,44,0,7,51,0,1,79,3,0,91,8,7,17-6198-48871,15-5787-56519
NA,440747,51.43954,793011,-91.98849,44,0,7,51,4,3,79,3,0,91,9,8,17-6198-48871,15-5703-56992
NA,440747,50.23158,793011,-92.91464,44,0,7,50,2,3,79,3,0,92,9,1,17-6198-48871,15-5060-55643
NA,440747,51.39459,793011,-92.99692,44,0,7,51,3,9,79,3,0,92,9,9,17-6198-48871,15-5001-56935
NA,440747,49.66803,793011,-91.95766,44,0,7,49,6,6,79,3,0,91,9,5,17-6198-48871,15-5752-55022
NA,440747,50.04994,793011,-94.11017,44,0,7,50,0,4,79,3,0,94,1,1,17-6198-48871,15-4205-55446
NA,440747,50.42502,793011,-94.68222,44,0,7,50,4,2,79,3,0,94,6,8,17-6198-48871,15-3805-55872
NA,440747,49.04998,793011,-92.1326,44,0,7,49,0,4,79,3,0,92,1,3,17-6198-48871,15-5634-54332
NA,440747,49.47489,793011,-93.8864,44,0,7,49,4,7,79,3,0,93,8,8,17-6198-48871,15-4356-54806
NA,440747,49.31937,793011,-92.05985,44,0,7,49,3,1,79,3,0,92,0,5,17-6198-48871,15-5684-54631
NA,440747,49.0399,793011,-92.30277,44,0,7,49,0,3,79,3,0,92,3,0,17-6198-48871,15-5510-54322
NA,440747,50.02724,793011,-89.98958,44,0,7,50,0,2,79,3,0,89,9,8,17-6198-48871,16-2858-55459
NA,440747,48.68681,793011,-88.92751,44,0,7,48,6,8,79,3,0,88,9,2,17-6198-48871,16-3582-53944
NA,440747,49.84691,793011,-90.27474,44,0,7,49,8,4,79,3,0,90,2,7,17-6198-48871,15-6959-55251
NA,440747,48.7435,793011,-90.60175,44,0,7,48,7,4,79,3,0,90,6,0,17-6198-48871,15-6763-54017
NA,440747,48.72577,793011,-88.25103,44,0,7,48,7,2,79,3,0,88,2,5,17-6198-48871,16-4080-53975
NA,440747,48.66914,793011,-88.99708,44,0,7,48,6,6,79,3,0,88,9,9,17-6198-48871,16-3530-53926
NA,440747,49.33108,793011,-89.98319,44,0,7,49,3,3,79,3,0,89,9,8,17-6198-48871,16-2832-54685
NA,440747,45.51274,793011,-80.08817,44,0,7,45,5,1,79,3,0,80,0,8,17-6198-48871,17-5717-50405
NA,440747,44.47321,793011,-78.41617,44,0,7,44,4,7,79,3,0,78,4,1,17-6198-48871,17-7055-49277
NA,440747,44.91805,793011,-77.19745,44,0,7,44,9,1,79,3,0,77,1,9,17-6198-48871,18-3267-49749
NA,442029,53.9739,805053,-86.25172,44,2,0,53,9,7,80,5,0,86,2,5,17-5121-49096,16-5494-59810
NA,442029,49.90421,805053,-80.03334,44,2,0,49,9,0,80,5,0,80,0,3,17-5121-49096,17-5694-55282
NA,442029,49.77105,805053,-81.03836,44,2,0,49,7,7,80,5,0,81,0,3,17-5121-49096,17-4972-55128
NA,442029,49.33749,805053,-81.58852,44,2,0,49,3,3,80,5,0,81,5,8,17-5121-49096,17-4572-54649
NA,442029,49.74688,805053,-80.71109,44,2,0,49,7,4,80,5,0,80,7,1,17-5121-49096,17-5208-55103
NA,442029,48.46914,805053,-82.56376,44,2,0,48,4,6,80,5,0,82,5,6,17-5121-49096,17-3844-53694
NA,442029,47.73454,805053,-82.85545,44,2,0,47,7,3,80,5,0,82,8,5,17-5121-49096,17-3609-52882
NA,442029,47.33267,805053,-84.38602,44,2,0,47,3,3,80,5,0,84,3,8,17-5121-49096,16-6975-52452
NA,442029,46.85428,805053,-83.03,44,2,0,46,8,5,80,5,0,83,0,3,17-5121-49096,17-3453-51907
NA,442029,46.94007,805053,-81.21003,44,2,0,46,9,4,80,5,0,81,2,1,17-5121-49096,17-4840-51983
NA,442029,51.14351,805053,-87.96643,44,2,0,51,1,4,80,5,0,87,9,6,17-5121-49096,16-4324-56660
NA,442029,53.13145,805053,-88.30604,44,2,0,53,1,3,80,5,0,88,3,0,17-5121-49096,16-4137-58866
NA,442029,51.07751,805053,-92.21266,44,2,0,51,0,7,80,5,0,92,2,1,17-5121-49096,15-5552-56587
NA,442029,50.77244,805053,-93.35925,44,2,0,50,7,7,80,5,0,93,3,5,17-5121-49096,15-4747-56248
NA,442029,51.01365,805053,-91.87832,44,2,0,51,0,1,80,5,0,91,8,7,17-5121-49096,15-5787-56519
NA,442029,51.43954,805053,-91.98849,44,2,0,51,4,3,80,5,0,91,9,8,17-5121-49096,15-5703-56992
NA,442029,50.23158,805053,-92.91464,44,2,0,50,2,3,80,5,0,92,9,1,17-5121-49096,15-5060-55643
NA,442029,51.39459,805053,-92.99692,44,2,0,51,3,9,80,5,0,92,9,9,17-5121-49096,15-5001-56935
NA,442029,49.66803,805053,-91.95766,44,2,0,49,6,6,80,5,0,91,9,5,17-5121-49096,15-5752-55022
NA,442029,50.04994,805053,-94.11017,44,2,0,50,0,4,80,5,0,94,1,1,17-5121-49096,15-4205-55446
NA,442029,50.42502,805053,-94.68222,44,2,0,50,4,2,80,5,0,94,6,8,17-5121-49096,15-3805-55872
NA,442029,49.04998,805053,-92.1326,44,2,0,49,0,4,80,5,0,92,1,3,17-5121-49096,15-5634-54332
NA,442029,49.47489,805053,-93.8864,44,2,0,49,4,7,80,5,0,93,8,8,17-5121-49096,15-4356-54806
NA,442029,49.31937,805053,-92.05985,44,2,0,49,3,1,80,5,0,92,0,5,17-5121-49096,15-5684-54631
NA,442029,49.0399,805053,-92.30277,44,2,0,49,0,3,80,5,0,92,3,0,17-5121-49096,15-5510-54322
NA,442029,50.02724,805053,-89.98958,44,2,0,50,0,2,80,5,0,89,9,8,17-5121-49096,16-2858-55459
NA,442029,48.68681,805053,-88.92751,44,2,0,48,6,8,80,5,0,88,9,2,17-5121-49096,16-3582-53944
NA,442029,49.84691,805053,-90.27474,44,2,0,49,8,4,80,5,0,90,2,7,17-5121-49096,15-6959-55251
NA,442029,48.7435,805053,-90.60175,44,2,0,48,7,4,80,5,0,90,6,0,17-5121-49096,15-6763-54017
NA,442029,48.72577,805053,-88.25103,44,2,0,48,7,2,80,5,0,88,2,5,17-5121-49096,16-4080-53975
NA,442029,48.66914,805053,-88.99708,44,2,0,48,6,6,80,5,0,88,9,9,17-5121-49096,16-3530-53926
NA,442029,49.33108,805053,-89.98319,44,2,0,49,3,3,80,5,0,89,9,8,17-5121-49096,16-2832-54685
NA,442029,45.51274,805053,-80.08817,44,2,0,45,5,1,80,5,0,80,0,8,17-5121-49096,17-5717-50405
NA,442029,44.47321,805053,-78.41617,44,2,0,44,4,7,80,5,0,78,4,1,17-5121-49096,17-7055-49277
NA,442029,44.91805,805053,-77.19745,44,2,0,44,9,1,80,5,0,77,1,9,17-5121-49096,18-3267-49749
NA,455603,53.9739,795029,-86.25172,45,5,6,53,9,7,79,5,0,86,2,5,17-5898-50872,16-5494-59810
NA,455603,49.90421,795029,-80.03334,45,5,6,49,9,0,79,5,0,80,0,3,17-5898-50872,17-5694-55282
NA,455603,49.77105,795029,-81.03836,45,5,6,49,7,7,79,5,0,81,0,3,17-5898-50872,17-4972-55128
NA,455603,49.33749,795029,-81.58852,45,5,6,49,3,3,79,5,0,81,5,8,17-5898-50872,17-4572-54649
NA,455603,49.74688,795029,-80.71109,45,5,6,49,7,4,79,5,0,80,7,1,17-5898-50872,17-5208-55103
NA,455603,48.46914,795029,-82.56376,45,5,6,48,4,6,79,5,0,82,5,6,17-5898-50872,17-3844-53694
NA,455603,47.73454,795029,-82.85545,45,5,6,47,7,3,79,5,0,82,8,5,17-5898-50872,17-3609-52882
NA,455603,47.33267,795029,-84.38602,45,5,6,47,3,3,79,5,0,84,3,8,17-5898-50872,16-6975-52452
NA,455603,46.85428,795029,-83.03,45,5,6,46,8,5,79,5,0,83,0,3,17-5898-50872,17-3453-51907
NA,455603,46.94007,795029,-81.21003,45,5,6,46,9,4,79,5,0,81,2,1,17-5898-50872,17-4840-51983
NA,455603,51.14351,795029,-87.96643,45,5,6,51,1,4,79,5,0,87,9,6,17-5898-50872,16-4324-56660
NA,455603,53.13145,795029,-88.30604,45,5,6,53,1,3,79,5,0,88,3,0,17-5898-50872,16-4137-58866
NA,455603,51.07751,795029,-92.21266,45,5,6,51,0,7,79,5,0,92,2,1,17-5898-50872,15-5552-56587
NA,455603,50.77244,795029,-93.35925,45,5,6,50,7,7,79,5,0,93,3,5,17-5898-50872,15-4747-56248
NA,455603,51.01365,795029,-91.87832,45,5,6,51,0,1,79,5,0,91,8,7,17-5898-50872,15-5787-56519
NA,455603,51.43954,795029,-91.98849,45,5,6,51,4,3,79,5,0,91,9,8,17-5898-50872,15-5703-56992
NA,455603,50.23158,795029,-92.91464,45,5,6,50,2,3,79,5,0,92,9,1,17-5898-50872,15-5060-55643
NA,455603,51.39459,795029,-92.99692,45,5,6,51,3,9,79,5,0,92,9,9,17-5898-50872,15-5001-56935
NA,455603,49.66803,795029,-91.95766,45,5,6,49,6,6,79,5,0,91,9,5,17-5898-50872,15-5752-55022
NA,455603,50.04994,795029,-94.11017,45,5,6,50,0,4,79,5,0,94,1,1,17-5898-50872,15-4205-55446
NA,455603,50.42502,795029,-94.68222,45,5,6,50,4,2,79,5,0,94,6,8,17-5898-50872,15-3805-55872
NA,455603,49.04998,795029,-92.1326,45,5,6,49,0,4,79,5,0,92,1,3,17-5898-50872,15-5634-54332
NA,455603,49.47489,795029,-93.8864,45,5,6,49,4,7,79,5,0,93,8,8,17-5898-50872,15-4356-54806
NA,455603,49.31937,795029,-92.05985,45,5,6,49,3,1,79,5,0,92,0,5,17-5898-50872,15-5684-54631
NA,455603,49.0399,795029,-92.30277,45,5,6,49,0,3,79,5,0,92,3,0,17-5898-50872,15-5510-54322
NA,455603,50.02724,795029,-89.98958,45,5,6,50,0,2,79,5,0,89,9,8,17-5898-50872,16-2858-55459
NA,455603,48.68681,795029,-88.92751,45,5,6,48,6,8,79,5,0,88,9,2,17-5898-50872,16-3582-53944
NA,455603,49.84691,795029,-90.27474,45,5,6,49,8,4,79,5,0,90,2,7,17-5898-50872,15-6959-55251
NA,455603,48.7435,795029,-90.60175,45,5,6,48,7,4,79,5,0,90,6,0,17-5898-50872,15-6763-54017
NA,455603,48.72577,795029,-88.25103,45,5,6,48,7,2,79,5,0,88,2,5,17-5898-50872,16-4080-53975
NA,455603,48.66914,795029,-88.99708,45,5,6,48,6,6,79,5,0,88,9,9,17-5898-50872,16-3530-53926
NA,455603,49.33108,795029,-89.98319,45,5,6,49,3,3,79,5,0,89,9,8,17-5898-50872,16-2832-54685
NA,455603,45.51274,795029,-80.08817,45,5,6,45,5,1,79,5,0,80,0,8,17-5898-50872,17-5717-50405
NA,455603,44.47321,795029,-78.41617,45,5,6,44,4,7,79,5,0,78,4,1,17-5898-50872,17-7055-49277
NA,455603,44.91805,795029,-77.19745,45,5,6,44,9,1,79,5,0,77,1,9,17-5898-50872,18-3267-49749
NA,455603,53.9739,795029,-86.25172,45,5,6,53,9,7,79,5,0,86,2,5,17-5905-50878,16-5494-59810
NA,455603,49.90421,795029,-80.03334,45,5,6,49,9,0,79,5,0,80,0,3,17-5905-50878,17-5694-55282
NA,455603,49.77105,795029,-81.03836,45,5,6,49,7,7,79,5,0,81,0,3,17-5905-50878,17-4972-55128
NA,455603,49.33749,795029,-81.58852,45,5,6,49,3,3,79,5,0,81,5,8,17-5905-50878,17-4572-54649
NA,455603,49.74688,795029,-80.71109,45,5,6,49,7,4,79,5,0,80,7,1,17-5905-50878,17-5208-55103
NA,455603,48.46914,795029,-82.56376,45,5,6,48,4,6,79,5,0,82,5,6,17-5905-50878,17-3844-53694
NA,455603,47.73454,795029,-82.85545,45,5,6,47,7,3,79,5,0,82,8,5,17-5905-50878,17-3609-52882
NA,455603,47.33267,795029,-84.38602,45,5,6,47,3,3,79,5,0,84,3,8,17-5905-50878,16-6975-52452
NA,455603,46.85428,795029,-83.03,45,5,6,46,8,5,79,5,0,83,0,3,17-5905-50878,17-3453-51907
NA,455603,46.94007,795029,-81.21003,45,5,6,46,9,4,79,5,0,81,2,1,17-5905-50878,17-4840-51983
NA,455603,51.14351,795029,-87.96643,45,5,6,51,1,4,79,5,0,87,9,6,17-5905-50878,16-4324-56660
NA,455603,53.13145,795029,-88.30604,45,5,6,53,1,3,79,5,0,88,3,0,17-5905-50878,16-4137-58866
NA,455603,51.07751,795029,-92.21266,45,5,6,51,0,7,79,5,0,92,2,1,17-5905-50878,15-5552-56587
NA,455603,50.77244,795029,-93.35925,45,5,6,50,7,7,79,5,0,93,3,5,17-5905-50878,15-4747-56248
NA,455603,51.01365,795029,-91.87832,45,5,6,51,0,1,79,5,0,91,8,7,17-5905-50878,15-5787-56519
NA,455603,51.43954,795029,-91.98849,45,5,6,51,4,3,79,5,0,91,9,8,17-5905-50878,15-5703-56992
NA,455603,50.23158,795029,-92.91464,45,5,6,50,2,3,79,5,0,92,9,1,17-5905-50878,15-5060-55643
NA,455603,51.39459,795029,-92.99692,45,5,6,51,3,9,79,5,0,92,9,9,17-5905-50878,15-5001-56935
NA,455603,49.66803,795029,-91.95766,45,5,6,49,6,6,79,5,0,91,9,5,17-5905-50878,15-5752-55022
NA,455603,50.04994,795029,-94.11017,45,5,6,50,0,4,79,5,0,94,1,1,17-5905-50878,15-4205-55446
NA,455603,50.42502,795029,-94.68222,45,5,6,50,4,2,79,5,0,94,6,8,17-5905-50878,15-3805-55872
NA,455603,49.04998,795029,-92.1326,45,5,6,49,0,4,79,5,0,92,1,3,17-5905-50878,15-5634-54332
NA,455603,49.47489,795029,-93.8864,45,5,6,49,4,7,79,5,0,93,8,8,17-5905-50878,15-4356-54806
NA,455603,49.31937,795029,-92.05985,45,5,6,49,3,1,79,5,0,92,0,5,17-5905-50878,15-5684-54631
NA,455603,49.0399,795029,-92.30277,45,5,6,49,0,3,79,5,0,92,3,0,17-5905-50878,15-5510-54322
NA,455603,50.02724,795029,-89.98958,45,5,6,50,0,2,79,5,0,89,9,8,17-5905-50878,16-2858-55459
NA,455603,48.68681,795029,-88.92751,45,5,6,48,6,8,79,5,0,88,9,2,17-5905-50878,16-3582-53944
NA,455603,49.84691,795029,-90.27474,45,5,6,49,8,4,79,5,0,90,2,7,17-5905-50878,15-6959-55251
NA,455603,48.7435,795029,-90.60175,45,5,6,48,7,4,79,5,0,90,6,0,17-5905-50878,15-6763-54017
NA,455603,48.72577,795029,-88.25103,45,5,6,48,7,2,79,5,0,88,2,5,17-5905-50878,16-4080-53975
NA,455603,48.66914,795029,-88.99708,45,5,6,48,6,6,79,5,0,88,9,9,17-5905-50878,16-3530-53926
NA,455603,49.33108,795029,-89.98319,45,5,6,49,3,3,79,5,0,89,9,8,17-5905-50878,16-2832-54685
NA,455603,45.51274,795029,-80.08817,45,5,6,45,5,1,79,5,0,80,0,8,17-5905-50878,17-5717-50405
